Panel,File_Identification,Schedule,Quarter,Visit,Sector,State_UT_Code,District_Code,NSS_Region,Stratum,Sub_Stratum,Sub_Sample,FOD_Sub_Region,FSU,Sample_Sg_Sb_No,Second_Stage_Stratum_No,Sample_Household_Number,Person_Serial_No,Relationship_To_Head,Sex,Age,Marital_Status,General_Education_Level,Technical_Education_Level,Years_Formal_Education,Current_Attendance_Status,Vocational_Training,Training_Completed_365_Days,Field_Of_Training,Duration_Of_Training,Type_Of_Training,Training_Funding_Source,Principal_Status_Code,Principal_Industry_Code,Principal_Occupation_Code,Subsidiary_Work_Engagement,Principal_Workplace_Location,Principal_Enterprise_Type,Principal_Workers_Count,Principal_Job_Contract_Type,Principal_Paid_Leave,Principal_Social_Security,Principal_Product_Usage,Subsidiary_Status_Code,Subsidiary_Industry_Code,Subsidiary_Occupation_Code,Subsidiary_Workplace_Location,Subsidiary_Enterprise_Type,Subsidiary_Workers_Count,Subsidiary_Job_Contract_Type,Subsidiary_Paid_Leave,Subsidiary_Social_Security,Subsidiary_Product_Usage,Ever_Worked_365_Days,Principal_Duration,Subsidiary_Duration,Work_Search_Efforts,Unemployment_Duration,Ever_Worked,Reason_Not_Working,Main_Reason_Principal_Status,Day7_Act1_Status_Code,Day7_Act1_Industry_Code,Day7_Act1_Hours,Day7_Act1_Wage,Day7_Act2_Status_Code,Day7_Act2_Industry_Code,Day7_Act2_Hours,Day7_Act2_Wage,Day7_Total_Hours,Day7_Additional_Work_Hours,Day6_Act1_Status_Code,Day6_Act1_Industry_Code,Day6_Act1_Hours,Day6_Act1_Wage,Day6_Act2_Status_Code,Day6_Act2_Industry_Code,Day6_Act2_Hours,Day6_Act2_Wage,Day6_Total_Hours,Day6_Additional_Work_Hours,Day5_Act1_Status_Code,Day5_Act1_Industry_Code,Day5_Act1_Hours,Day5_Act1_Wage,Day5_Act2_Status_Code,Day5_Act2_Industry_Code,Day5_Act2_Hours,Day5_Act2_Wage,Day5_Total_Hours,Day5_Additional_Work_Hours,Day4_Act1_Status_Code,Day4_Act1_Industry_Code,Day4_Act1_Hours,Day4_Act1_Wage,Day4_Act2_Status_Code,Day4_Act2_Industry_Code,Day4_Act2_Hours,Day4_Act2_Wage,Day4_Total_Hours,Day4_Additional_Work_Hours,Day3_Act1_Status_Code,Day3_Act1_Industry_Code,Day3_Act1_Hours,Day3_Act1_Wage,Day3_Act2_Status_Code,Day3_Act2_Industry_Code,Day3_Act2_Hours,Day3_Act2_Wage,Day3_Total_Hours,Day3_Additional_Work_Hours,Day2_Act1_Status_Code,Day2_Act1_Industry_Code,Day2_Act1_Hours,Day2_Act1_Wage,Day2_Act2_Status_Code,Day2_Act2_Industry_Code,Day2_Act2_Hours,Day2_Act2_Wage,Day2_Total_Hours,Day2_Additional_Work_Hours,Day1_Act1_Status_Code,Day1_Act1_Industry_Code,Day1_Act1_Hours,Day1_Act1_Wage,Day1_Act2_Status_Code,Day1_Act2_Industry_Code,Day1_Act2_Hours,Day1_Act2_Wage,Day1_Total_Hours,Day1_Additional_Work_Hours,CWS_Status_Code,CWS_Industry_Code,CWS_Occupation_Code,CWS_Earnings_Salaried,CWS_Earnings_SelfEmployed,Ns_Count_Sector_Stratum_Substratum_Subsample,Ns_Count_Sector_Stratum_Substratum,Subsample_Multiplier,State_Sector_Stratum_Substra
P4,CFVP4,104,Q3,V1,1,10,29,102,02,14,1,1020,12600,2,3,01,01,1,1,40,2,06,01,5,,2,,,,,,11,95240,752,2,19,01,1,,,,,,,,,,,,,,,1,5,,,,,,,11,95, 7,    0,,, 0,    0, 7, 0,11,95,7,0,,,0,0,7,0,11,95,7,0,,,0,0,7,0,11,95,7,0,,,0,0,7,0,11,95,7,0,,,0,0,7,0,11,95,7,0,,,0,0,7,0,11,95,7,0,,,0,0,7,0,11,95,752,0,15000,1,2,7057041,4
P4,CFVP4,104,Q3,V1,1,10,29,102,02,14,1,1020,12600,2,3,01,03,5,1,15,1,07,01,8,26,6,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,7057041,4
P4,CFVP4,104,Q3,V1,1,10,29,102,02,14,1,1020,12600,2,3,01,04,5,1,14,1,07,01,8,26,6,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,7057041,4
P4,CFVP4,104,Q3,V1,1,10,29,102,02,14,1,1020,12600,2,3,01,05,7,1,65,2,01,01,0,,,,,,,,94,,,2,,,,,,,,,,,,,,,,,,,,,,,1,08,3,94,, 0,    0,,, 0,    0, 0, 0,94,,0,0,,,0,0,0,0,94,,0,0,,,0,0,0,0,94,,0,0,,,0,0,0,0,94,,0,0,,,0,0,0,0,94,,0,0,,,0,0,0,0,94,,0,0,,,0,0,0,0,94,,,0,0,1,2,7057041,4
P4,CFVP4,104,Q3,V1,1,10,29,102,02,14,1,1020,12600,2,3,01,02,2,2,37,2,01,01,0,,6,,,,,,93,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,7,93,, 0,    0,,, 0,    0, 0, 0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,,0,0,1,2,7057041,4
P4,CFVP4,104,Q3,V1,1,10,29,102,02,14,1,1020,12600,2,3,01,06,7,2,60,2,01,01,0,,,,,,,,94,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,7,94,, 0,    0,,, 0,    0, 0, 0,94,,0,0,,,0,0,0,0,94,,0,0,,,0,0,0,0,94,,0,0,,,0,0,0,0,94,,0,0,,,0,0,0,0,94,,0,0,,,0,0,0,0,94,,0,0,,,0,0,0,0,94,,,0,0,1,2,7057041,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,1,1,01,01,1,1,55,2,10,01,12,,2,,,,,,11,01124,631,2,,01,1,,,,2,,,,,,,,,,,1,5,,,,,,,11,01, 6,    0,,, 0,    0, 6, 0,11,01,6,0,,,0,0,6,0,11,01,6,0,,,0,0,6,0,11,01,6,0,,,0,0,6,0,11,01,6,0,,,0,0,6,0,11,01,6,0,,,0,0,6,0,11,01,6,0,,,0,0,6,0,11,01,631,0,17000,1,2,901848,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,1,1,01,03,5,1,25,1,10,01,14,31,6,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,901848,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,1,1,01,04,5,1,25,1,10,01,14,31,6,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,901848,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,1,1,01,05,5,1,18,1,10,01,12,31,6,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,901848,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,1,1,01,02,2,2,50,2,10,01,12,,1,2,21,1,1,1,31,85102,234,2,16,05,2,4,1,7,,,,,,,,,,,,1,5,,,,,,,31,85, 5,    0,,, 0,    0, 5, 0,31,85,5,0,,,0,0,5,0,72,85,5,0,,,0,0,0,0,31,85,5,0,,,0,0,5,0,31,85,5,0,,,0,0,5,0,31,85,5,0,,,0,0,5,0,31,85,5,0,,,0,0,5,0,31,85,234,18000,0,1,2,901848,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,1,2,01,01,1,1,55,2,01,01,0,,2,,,,,,11,01124,631,2,,01,1,,,,2,,,,,,,,,,,1,5,,,,,,,11,01, 8,    0,,, 0,    0, 8, 0,11,01,8,0,,,0,0,8,0,11,01,8,0,,,0,0,8,0,11,01,8,0,,,0,0,8,0,11,01,8,0,,,0,0,8,0,11,01,8,0,,,0,0,8,0,11,01,8,0,,,0,0,8,0,11,01,631,0,20000,1,2,383285,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,1,2,01,03,3,1,24,2,08,01,10,12,6,,,,,,21,01124,631,2,,01,1,,,,2,,,,,,,,,,,1,3,,,,,,,21,01, 7,    0,,, 0,    0, 7, 0,21,01,7,0,,,0,0,7,0,21,01,7,0,,,0,0,7,0,21,01,7,0,,,0,0,7,0,21,01,7,0,,,0,0,7,0,21,01,7,0,,,0,0,7,0,21,01,7,0,,,0,0,7,0,21,01,631,0,0,1,2,383285,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,1,2,01,02,2,2,50,2,01,01,0,,6,,,,,,93,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,7,93,, 0,    0,,, 0,    0, 0, 0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,,0,0,1,2,383285,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,1,2,01,04,4,2,21,2,01,01,0,14,6,,,,,,92,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,7,92,, 0,    0,,, 0,    0, 0, 0,92,,0,0,,,0,0,0,0,92,,0,0,,,0,0,0,0,92,,0,0,,,0,0,0,0,92,,0,0,,,0,0,0,0,92,,0,0,,,0,0,0,0,92,,0,0,,,0,0,0,0,92,,,0,0,1,2,383285,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,1,2,01,05,4,2,24,2,01,01,0,14,6,,,,,,92,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,7,92,, 0,    0,,, 0,    0, 0, 0,92,,0,0,,,0,0,0,0,92,,0,0,,,0,0,0,0,92,,0,0,,,0,0,0,0,92,,0,0,,,0,0,0,0,92,,0,0,,,0,0,0,0,92,,0,0,,,0,0,0,0,92,,,0,0,1,2,383285,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,1,2,01,06,6,2,4,1,01,01,0,23,,,,,,,99,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,99,, 0,    0,,, 0,    0, 0, 0,99,,0,0,,,0,0,0,0,99,,0,0,,,0,0,0,0,99,,0,0,,,0,0,0,0,99,,0,0,,,0,0,0,0,99,,0,0,,,0,0,0,0,99,,0,0,,,0,0,0,0,99,,,0,0,1,2,383285,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,1,2,01,07,6,2,3,1,01,01,0,05,,,,,,,99,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,99,, 0,    0,,, 0,    0, 0, 0,99,,0,0,,,0,0,0,0,99,,0,0,,,0,0,0,0,99,,0,0,,,0,0,0,0,99,,0,0,,,0,0,0,0,99,,0,0,,,0,0,0,0,99,,0,0,,,0,0,0,0,99,,,0,0,1,2,383285,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,1,2,01,08,6,2,1,1,01,01,0,05,,,,,,,99,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,99,, 0,    0,,, 0,    0, 0, 0,99,,0,0,,,0,0,0,0,99,,0,0,,,0,0,0,0,99,,0,0,,,0,0,0,0,99,,0,0,,,0,0,0,0,99,,0,0,,,0,0,0,0,99,,0,0,,,0,0,0,0,99,,,0,0,1,2,383285,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,1,2,02,01,1,1,43,2,01,01,0,,6,,,,,,51,41001,931,2,18,01,1,1,2,8,,,,,,,,,,,,1,5,,,,,,,51,41, 8,  450,,, 0,    0, 8, 0,51,41,8,450,,,0,0,8,0,51,41,8,450,,,0,0,8,0,81,,0,0,,,0,0,0,0,51,41,8,450,,,0,0,8,0,51,41,8,450,,,0,0,8,0,51,41,8,450,,,0,0,8,0,51,41,931,0,0,1,2,383285,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,1,2,02,03,5,1,18,1,10,01,12,31,6,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,383285,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,1,2,02,04,5,1,15,1,07,01,9,26,6,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,383285,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,1,2,02,02,2,2,40,2,01,01,0,,6,,,,,,93,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,7,93,, 0,    0,,, 0,    0, 0, 0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,,0,0,1,2,383285,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,1,3,01,02,2,1,28,2,07,01,8,12,6,,,,,,11,01124,631,2,,01,1,,,,2,,,,,,,,,,,1,5,,,,,,,11,01, 7,    0,,, 0,    0, 7, 0,11,01,7,0,,,0,0,7,0,11,01,7,0,,,0,0,7,0,11,01,8,0,,,0,0,8,0,11,01,7,0,,,0,0,7,0,11,01,7,0,,,0,0,7,0,11,01,7,0,,,0,0,7,0,11,01,631,0,14000,1,2,1104764,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,1,3,01,03,5,1,4,1,01,01,0,23,,,,,,,99,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,99,, 0,    0,,, 0,    0, 0, 0,99,,0,0,,,0,0,0,0,99,,0,0,,,0,0,0,0,99,,0,0,,,0,0,0,0,99,,0,0,,,0,0,0,0,99,,0,0,,,0,0,0,0,99,,0,0,,,0,0,0,0,99,,,0,0,1,2,1104764,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,1,3,01,01,1,2,26,2,07,01,8,14,6,,,,,,93,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,7,93,, 0,    0,,, 0,    0, 0, 0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,,0,0,1,2,1104764,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,1,3,01,04,5,2,6,1,05,01,0,24,,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,1104764,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,2,1,01,01,1,1,48,2,08,01,10,,2,,,,,,11,01124,631,1,,01,1,,,,2,51,41001,931,18,01,1,1,2,8,,1,5,5,,,,,,61,01, 8,    0,,, 0,    0, 0, 0,61,01,8,0,,,0,0,0,0,61,01,8,0,,,0,0,0,0,61,01,8,0,,,0,0,0,0,61,01,8,0,,,0,0,0,0,61,01,8,0,,,0,0,0,0,61,01,8,0,,,0,0,0,0,61,01,631,0,12000,1,2,9469403,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,2,1,01,03,5,1,25,1,12,01,16,32,6,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,9469403,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,2,1,01,04,5,1,13,1,07,01,8,26,6,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,9469403,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,2,1,01,05,5,1,10,1,05,01,3,24,,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,9469403,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,2,1,01,02,2,2,46,2,01,01,0,,6,,,,,,21,01124,631,2,,01,1,,,,2,,,,,,,,,,,1,5,,,,,,,21,01, 2,    0,,, 0,    0, 2, 0,21,01,2,0,,,0,0,2,0,21,01,2,0,,,0,0,2,0,12,01,2,0,,,0,0,2,0,21,01,2,0,,,0,0,2,0,21,01,2,0,,,0,0,2,0,21,01,2,0,,,0,0,2,0,21,01,631,0,0,1,2,9469403,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,2,1,01,06,5,2,16,1,08,01,11,27,6,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,9469403,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,2,2,01,01,1,1,47,2,01,01,0,,2,,,,,,11,01124,631,2,,01,1,,,,2,,,,,,,,,,,1,5,,,,,,,11,01, 8,    0,,, 0,    0, 8, 0,11,01,8,0,,,0,0,8,0,11,01,8,0,,,0,0,8,0,11,01,8,0,,,0,0,8,0,11,01,8,0,,,0,0,8,0,11,01,8,0,,,0,0,8,0,11,01,8,0,,,0,0,8,0,11,01,631,0,21000,1,2,2998644,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,2,2,01,03,5,1,15,1,01,01,0,13,6,,,,,,95,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,3,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,2998644,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,2,2,01,04,5,1,12,1,06,01,5,25,6,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,2998644,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,2,2,01,02,2,2,45,2,01,01,0,,6,,,,,,93,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,7,93,, 0,    0,,, 0,    0, 0, 0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,,0,0,1,2,2998644,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,2,2,01,05,5,2,21,1,01,01,0,14,6,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,2998644,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,2,2,01,06,5,2,18,1,08,01,11,27,6,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,2998644,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,2,2,01,07,5,2,16,1,07,01,9,26,6,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,2998644,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,2,2,01,08,5,2,14,1,06,01,6,25,6,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,2998644,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,2,2,02,01,1,1,36,2,06,01,5,,6,,,,,,51,41001,931,2,18,01,1,1,2,8,,,,,,,,,,,,1,5,,,,,,,51,41, 8,  450,,, 0,    0, 8, 0,51,41,8,450,,,0,0,8,0,51,41,8,450,,,0,0,8,0,51,41,8,450,,,0,0,8,0,51,41,8,450,,,0,0,8,0,51,41,8,450,,,0,0,8,0,81,,0,0,,,0,0,0,0,51,41,931,0,0,1,2,2998644,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,2,2,02,03,5,1,12,1,06,01,5,25,6,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,2998644,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,2,2,02,04,5,1,10,1,05,01,4,24,,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,2998644,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,2,2,02,02,2,2,35,2,01,01,0,,6,,,,,,93,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,7,93,, 0,    0,,, 0,    0, 0, 0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,0,0,,,0,0,0,0,93,,,0,0,1,2,2998644,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,2,2,02,05,5,2,15,1,08,01,10,27,6,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,2998644,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,2,2,02,06,5,2,8,1,05,01,2,24,,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,2998644,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,2,3,01,01,1,1,40,2,01,01,0,,2,,,,,,11,01124,631,2,,01,1,,,,2,,,,,,,,,,,1,5,,,,,,,11,01, 8,    0,,, 0,    0, 8, 0,11,01,8,0,,,0,0,8,0,11,01,8,0,,,0,0,8,0,11,01,8,0,,,0,0,8,0,11,01,8,0,,,0,0,8,0,11,01,8,0,,,0,0,8,0,11,01,8,0,,,0,0,8,0,11,01,631,0,19000,1,2,13888458,4
P4,CFVP4,104,Q3,V1,1,10,37,102,02,15,2,1022,13286,2,3,01,03,5,1,6,1,05,01,0,24,,,,,,,91,,,2,,,,,,,,,,,,,,,,,,,,,,,2,,4,91,, 0,    0,,, 0,    0, 0, 0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,0,0,,,0,0,0,0,91,,,0,0,1,2,13888458,4
