Survey_Name,Year,Sector,State_Code,NSS_Region,District_Code,Household_ID,Multiplier
HCES,2024,1,19,194,15,17,170400
HCES,2024,1,19,194,15,1,173559
HCES,2024,1,19,194,15,1,176451
HCES,2024,1,19,194,15,2,176451
HCES,2024,1,19,194,15,3,176451
HCES,2024,1,19,194,15,4,176451
HCES,2024,1,19,194,15,5,176451
HCES,2024,1,19,194,15,6,176451
HCES,2024,1,19,194,15,7,176451
HCES,2024,1,19,194,15,8,176451
HCES,2024,1,19,194,15,9,176451
HCES,2024,1,19,194,15,10,176451
HCES,2024,1,19,194,15,11,176451
HCES,2024,1,19,194,15,12,176451
HCES,2024,1,19,194,15,13,176451
HCES,2024,1,19,194,15,14,176451
HCES,2024,1,19,194,15,15,176451
HCES,2024,1,19,194,15,16,176451
HCES,2024,1,19,194,15,17,176451
HCES,2024,1,19,194,15,1,145080
HCES,2024,1,19,194,15,2,145080
HCES,2024,1,19,194,15,3,145080
HCES,2024,1,19,194,15,4,145080
HCES,2024,1,19,194,15,5,145080
HCES,2024,1,19,194,15,6,145080
HCES,2024,1,19,194,15,7,145080
HCES,2024,1,19,194,15,8,145080
HCES,2024,1,19,194,15,9,145080
HCES,2024,1,19,194,15,10,145080
HCES,2024,1,19,194,15,11,145080
HCES,2024,1,19,194,15,12,145080
HCES,2024,1,19,194,15,13,145080
HCES,2024,1,19,194,15,14,145080
HCES,2024,1,19,194,15,15,145080
HCES,2024,1,19,194,15,16,145080
HCES,2024,1,19,194,15,17,145080
HCES,2024,1,19,194,15,18,145080
HCES,2024,1,19,194,15,1,164172
HCES,2024,1,19,194,15,2,164172
HCES,2024,1,19,194,15,3,164172
HCES,2024,1,19,194,15,4,164172
HCES,2024,1,19,194,15,5,164172
HCES,2024,1,19,194,15,6,164172
HCES,2024,1,19,194,15,7,164172
HCES,2024,1,19,194,15,8,164172
HCES,2024,1,19,194,15,9,164172
HCES,2024,1,19,194,15,10,164172
HCES,2024,1,19,194,15,11,164172
HCES,2024,1,19,194,15,12,164172
HCES,2024,1,19,194,15,13,164172
HCES,2024,1,19,194,15,14,164172
HCES,2024,1,19,194,15,15,164172
HCES,2024,1,19,194,15,16,164172
HCES,2024,1,19,194,15,17,164172
HCES,2024,1,19,194,15,18,164172
HCES,2024,1,19,194,15,1,155711
HCES,2024,1,19,194,15,2,155711
HCES,2024,1,19,194,15,3,155711
HCES,2024,1,19,194,15,4,155711
HCES,2024,1,19,194,15,5,155711
HCES,2024,1,19,194,15,6,155711
HCES,2024,1,19,194,15,7,155711
HCES,2024,1,19,194,15,8,155711
HCES,2024,1,19,194,15,9,155711
HCES,2024,1,19,194,15,10,155711
HCES,2024,1,19,194,15,11,155711
HCES,2024,1,19,194,15,12,155711
HCES,2024,1,19,194,15,13,155711
HCES,2024,1,19,194,15,14,155711
HCES,2024,1,19,194,15,15,155711
HCES,2024,1,19,194,15,16,155711
HCES,2024,1,19,194,15,17,155711
HCES,2024,1,19,194,15,18,155711
HCES,2024,1,19,194,15,1,143189
HCES,2024,1,19,194,15,2,143189
HCES,2024,1,19,194,15,3,143189
HCES,2024,1,19,194,15,4,143189
HCES,2024,1,19,194,15,5,143189
HCES,2024,1,19,194,15,6,143189
HCES,2024,1,19,194,15,7,143189
HCES,2024,1,19,194,15,8,143189
HCES,2024,1,19,194,15,9,143189
HCES,2024,1,19,194,15,10,143189
HCES,2024,1,19,194,15,11,143189
HCES,2024,1,19,194,15,12,143189
HCES,2024,1,19,194,15,13,143189
HCES,2024,1,19,194,15,14,143189
HCES,2024,1,19,194,15,15,143189
HCES,2024,1,19,194,15,16,143189
HCES,2024,1,19,194,15,17,143189
HCES,2024,1,19,194,15,18,143189
HCES,2024,1,19,194,15,1,159758
HCES,2024,1,19,194,15,2,159758
HCES,2024,1,19,194,15,3,159758
HCES,2024,1,19,194,15,4,159758
HCES,2024,1,19,194,15,5,159758
HCES,2024,1,19,194,15,6,159758
HCES,2024,1,19,194,15,7,159758
HCES,2024,1,19,194,15,8,159758
HCES,2024,1,19,194,15,9,159758
HCES,2024,1,19,194,15,10,159758
HCES,2024,1,19,194,15,11,159758
HCES,2024,1,19,194,15,12,159758
HCES,2024,1,19,194,15,13,159758
HCES,2024,1,19,194,15,14,159758
HCES,2024,1,19,194,15,15,159758
HCES,2024,1,19,194,15,16,159758
HCES,2024,1,19,194,15,17,159758
HCES,2024,1,19,194,15,18,159758
HCES,2024,1,19,192,5,1,105378
HCES,2024,1,19,192,5,1,154115
HCES,2024,1,19,192,5,2,154115
HCES,2024,1,19,192,5,1,192841
HCES,2024,1,19,192,5,2,192841
HCES,2024,1,19,192,5,3,192841
HCES,2024,1,19,192,5,4,192841
HCES,2024,1,19,192,5,5,192841
HCES,2024,1,19,192,5,6,192841
HCES,2024,1,19,192,5,7,192841
HCES,2024,1,19,192,5,8,192841
HCES,2024,1,19,192,5,9,192841
HCES,2024,1,19,192,5,10,192841
HCES,2024,1,19,192,5,11,192841
HCES,2024,1,19,192,5,12,192841
HCES,2024,1,19,192,5,13,192841
HCES,2024,1,19,192,5,14,192841
HCES,2024,1,19,192,5,15,192841
HCES,2024,1,19,192,6,1,78867
HCES,2024,1,19,192,6,2,78867
HCES,2024,1,19,192,6,3,78867
HCES,2024,1,19,192,6,4,78867
HCES,2024,1,19,192,6,5,78867
HCES,2024,1,19,192,6,6,78867
HCES,2024,1,19,192,6,1,62248
HCES,2024,1,19,192,6,2,62248
HCES,2024,1,19,192,6,3,62248
HCES,2024,1,19,192,6,4,62248
HCES,2024,1,19,192,6,5,62248
HCES,2024,1,19,192,6,6,62248
HCES,2024,1,19,192,6,1,71825
HCES,2024,1,19,192,6,2,71825
HCES,2024,1,19,192,6,3,71825
HCES,2024,1,19,192,6,4,71825
HCES,2024,1,19,192,6,5,71825
HCES,2024,1,19,192,6,6,71825
HCES,2024,1,19,192,6,1,112667
HCES,2024,1,19,192,6,2,112667
HCES,2024,1,19,192,6,3,112667
HCES,2024,1,19,192,6,1,103428
HCES,2024,1,19,192,6,2,103428
HCES,2024,1,19,192,6,3,103428
HCES,2024,1,19,192,6,4,103428
HCES,2024,1,19,192,6,5,103428
HCES,2024,1,19,192,6,1,100555
HCES,2024,1,19,192,6,2,100555
HCES,2024,1,19,192,6,3,100555
HCES,2024,1,19,192,6,4,100555
HCES,2024,1,19,192,6,5,100555
HCES,2024,1,19,192,6,6,100555
HCES,2024,1,19,192,6,7,100555
HCES,2024,1,19,192,6,8,100555
HCES,2024,1,19,192,6,9,100555
HCES,2024,1,19,192,6,10,100555
HCES,2024,1,19,192,5,1,157733
HCES,2024,1,19,192,5,2,157733
HCES,2024,1,19,192,5,3,157733
HCES,2024,1,19,192,5,1,114920
HCES,2024,1,19,192,5,2,114920
HCES,2024,1,19,192,5,3,114920
HCES,2024,1,19,192,5,1,112526
HCES,2024,1,19,192,5,2,112526
HCES,2024,1,19,192,5,3,112526
HCES,2024,1,19,192,5,4,112526
HCES,2024,1,19,192,5,5,112526
HCES,2024,1,19,192,5,6,112526
HCES,2024,1,19,192,5,7,112526
HCES,2024,1,19,192,5,8,112526
HCES,2024,1,19,192,5,9,112526
HCES,2024,1,19,192,5,10,112526
HCES,2024,1,19,192,5,11,112526
HCES,2024,1,19,192,5,12,112526
HCES,2024,1,19,192,4,1,54210
HCES,2024,1,19,192,4,1,103105
HCES,2024,1,19,192,4,2,103105
HCES,2024,1,19,192,4,3,103105
HCES,2024,1,19,192,4,4,103105
HCES,2024,1,19,192,4,5,103105
HCES,2024,1,19,192,4,6,103105
HCES,2024,1,19,192,4,7,103105
HCES,2024,1,19,192,4,8,103105
HCES,2024,1,19,192,4,9,103105
HCES,2024,1,19,192,4,10,103105
HCES,2024,1,19,192,4,11,103105
HCES,2024,1,19,192,4,12,103105
HCES,2024,1,19,192,4,13,103105
HCES,2024,1,19,192,4,14,103105
HCES,2024,1,19,192,4,15,103105
HCES,2024,1,19,192,4,16,103105
HCES,2024,1,19,192,4,17,103105
HCES,2024,1,19,192,5,1,216840
HCES,2024,1,19,192,5,1,157315
HCES,2024,1,19,192,5,2,157315
HCES,2024,1,19,192,5,3,157315
HCES,2024,1,19,192,5,4,157315
HCES,2024,1,19,192,5,5,157315
HCES,2024,1,19,192,5,6,157315
HCES,2024,1,19,192,5,7,157315
HCES,2024,1,19,192,5,8,157315
HCES,2024,1,19,192,5,9,157315
HCES,2024,1,19,192,5,10,157315
HCES,2024,1,19,192,5,11,157315
HCES,2024,1,19,192,5,12,157315
HCES,2024,1,19,192,5,13,157315
HCES,2024,1,19,192,5,14,157315
HCES,2024,1,19,192,5,15,157315
HCES,2024,1,19,192,5,16,157315
HCES,2024,1,19,192,5,17,157315
HCES,2024,1,19,192,5,1,135525
HCES,2024,1,19,192,5,2,135525
HCES,2024,1,19,192,5,1,132137
HCES,2024,1,19,192,5,2,132137
HCES,2024,1,19,192,5,3,132137
HCES,2024,1,19,192,5,4,132137
HCES,2024,1,19,192,5,5,132137
HCES,2024,1,19,192,5,6,132137
HCES,2024,1,19,192,5,7,132137
HCES,2024,1,19,192,5,8,132137
HCES,2024,1,19,192,5,9,132137
HCES,2024,1,19,192,5,10,132137
HCES,2024,1,19,192,5,11,132137
HCES,2024,1,19,192,5,12,132137
HCES,2024,1,19,192,5,13,132137
HCES,2024,1,19,192,5,14,132137
HCES,2024,1,19,192,5,15,132137
HCES,2024,1,19,192,5,16,132137
HCES,2024,1,19,192,6,1,111200
HCES,2024,1,19,192,6,1,131684
HCES,2024,1,19,192,6,2,131684
HCES,2024,1,19,192,6,3,131684
HCES,2024,1,19,192,6,4,131684
HCES,2024,1,19,192,6,1,143277
HCES,2024,1,19,192,6,2,143277
HCES,2024,1,19,192,6,3,143277
HCES,2024,1,19,192,6,4,143277
HCES,2024,1,19,192,6,5,143277
HCES,2024,1,19,192,6,6,143277
HCES,2024,1,19,192,6,7,143277
HCES,2024,1,19,192,6,8,143277
HCES,2024,1,19,192,6,9,143277
HCES,2024,1,19,192,6,10,143277
HCES,2024,1,19,192,6,11,143277
HCES,2024,1,19,192,6,12,143277
HCES,2024,1,19,192,6,13,143277
HCES,2024,1,19,192,4,1,109737
HCES,2024,1,19,192,4,2,109737
HCES,2024,1,19,192,4,1,129444
HCES,2024,1,19,192,4,2,129444
HCES,2024,1,19,192,4,3,129444
HCES,2024,1,19,192,4,4,129444
HCES,2024,1,19,192,4,5,129444
HCES,2024,1,19,192,4,6,129444
HCES,2024,1,19,192,4,7,129444
HCES,2024,1,19,192,4,8,129444
HCES,2024,1,19,192,4,9,129444
HCES,2024,1,19,192,4,10,129444
HCES,2024,1,19,192,4,11,129444
HCES,2024,1,19,192,4,12,129444
HCES,2024,1,19,192,4,13,129444
HCES,2024,1,19,192,4,14,129444
HCES,2024,1,19,192,4,15,129444
HCES,2024,1,19,192,4,16,129444
HCES,2024,1,19,192,5,1,188271
HCES,2024,1,19,192,5,2,188271
HCES,2024,1,19,192,5,1,166170
HCES,2024,1,19,192,5,2,166170
HCES,2024,1,19,192,5,3,166170
HCES,2024,1,19,192,5,4,166170
HCES,2024,1,19,192,5,1,146115
HCES,2024,1,19,192,5,2,146115
HCES,2024,1,19,192,5,3,146115
HCES,2024,1,19,192,5,4,146115
HCES,2024,1,19,192,5,5,146115
HCES,2024,1,19,192,5,6,146115
HCES,2024,1,19,192,5,7,146115
HCES,2024,1,19,192,5,8,146115
HCES,2024,1,19,192,5,9,146115
HCES,2024,1,19,192,5,10,146115
HCES,2024,1,19,192,5,11,146115
HCES,2024,1,19,192,5,12,146115
HCES,2024,1,19,192,4,1,171900
HCES,2024,1,19,192,4,2,171900
HCES,2024,1,19,192,4,1,148980
HCES,2024,1,19,192,4,2,148980
HCES,2024,1,19,192,4,3,148980
HCES,2024,1,19,192,4,4,148980
HCES,2024,1,19,192,4,5,148980
HCES,2024,1,19,192,4,1,160440
HCES,2024,1,19,192,4,2,160440
HCES,2024,1,19,192,4,3,160440
HCES,2024,1,19,192,4,4,160440
HCES,2024,1,19,192,4,5,160440
HCES,2024,1,19,192,4,6,160440
HCES,2024,1,19,192,4,7,160440
HCES,2024,1,19,192,4,8,160440
HCES,2024,1,19,192,4,9,160440
HCES,2024,1,19,192,4,10,160440
HCES,2024,1,19,192,4,11,160440
HCES,2024,1,19,192,4,1,196457
HCES,2024,1,19,192,4,1,133700
HCES,2024,1,19,192,4,2,133700
HCES,2024,1,19,192,4,3,133700
HCES,2024,1,19,192,4,1,111326
HCES,2024,1,19,192,4,2,111326
HCES,2024,1,19,192,4,3,111326
HCES,2024,1,19,192,4,4,111326
HCES,2024,1,19,192,4,5,111326
HCES,2024,1,19,192,4,6,111326
HCES,2024,1,19,192,4,7,111326
HCES,2024,1,19,192,4,8,111326
HCES,2024,1,19,192,4,9,111326
HCES,2024,1,19,192,4,10,111326
HCES,2024,1,19,192,4,11,111326
HCES,2024,1,19,192,4,12,111326
HCES,2024,1,19,192,4,13,111326
HCES,2024,1,19,192,4,14,111326
HCES,2024,1,19,192,4,1,261943
HCES,2024,1,19,192,4,1,171900
HCES,2024,1,19,192,4,2,171900
HCES,2024,1,19,192,4,1,214684
HCES,2024,1,19,192,4,2,214684
HCES,2024,1,19,192,4,3,214684
HCES,2024,1,19,192,4,4,214684
HCES,2024,1,19,192,4,5,214684
HCES,2024,1,19,192,4,6,214684
HCES,2024,1,19,192,4,7,214684
HCES,2024,1,19,192,4,8,214684
HCES,2024,1,19,192,4,9,214684
HCES,2024,1,19,192,4,10,214684
HCES,2024,1,19,192,4,11,214684
HCES,2024,1,19,192,4,12,214684
HCES,2024,1,19,192,4,13,214684
HCES,2024,1,19,192,4,14,214684
HCES,2024,1,19,192,4,15,214684
HCES,2024,1,19,192,4,1,191819
HCES,2024,1,19,192,4,2,191819
HCES,2024,1,19,192,4,3,191819
HCES,2024,1,19,192,4,1,137783
HCES,2024,1,19,192,4,2,137783
HCES,2024,1,19,192,4,3,137783
HCES,2024,1,19,192,4,4,137783
HCES,2024,1,19,192,4,5,137783
HCES,2024,1,19,192,4,6,137783
HCES,2024,1,19,192,4,7,137783
HCES,2024,1,19,192,4,8,137783
HCES,2024,1,19,192,4,9,137783
HCES,2024,1,19,192,4,10,137783
HCES,2024,1,19,192,4,11,137783
HCES,2024,1,19,192,4,12,137783
HCES,2024,1,19,192,4,13,137783
HCES,2024,1,19,192,4,14,137783
HCES,2024,1,19,192,4,15,137783
HCES,2024,1,19,192,5,1,356182
HCES,2024,1,19,192,5,1,187738
HCES,2024,1,19,192,5,2,187738
HCES,2024,1,19,192,5,3,187738
HCES,2024,1,19,192,5,1,181907
HCES,2024,1,19,192,5,2,181907
HCES,2024,1,19,192,5,3,181907
HCES,2024,1,19,192,5,4,181907
HCES,2024,1,19,192,5,5,181907
HCES,2024,1,19,192,5,6,181907
HCES,2024,1,19,192,5,7,181907
HCES,2024,1,19,192,5,8,181907
HCES,2024,1,19,192,5,9,181907
HCES,2024,1,19,192,5,10,181907
HCES,2024,1,19,192,5,11,181907
HCES,2024,1,19,192,5,12,181907
HCES,2024,1,19,192,5,13,181907
HCES,2024,1,19,192,5,14,181907
HCES,2024,1,19,192,4,1,208752
HCES,2024,1,19,192,4,2,208752
HCES,2024,1,19,192,4,3,208752
HCES,2024,1,19,192,4,4,208752
HCES,2024,1,19,192,4,1,139815
HCES,2024,1,19,192,4,2,139815
HCES,2024,1,19,192,4,3,139815
HCES,2024,1,19,192,4,4,139815
HCES,2024,1,19,192,4,5,139815
HCES,2024,1,19,192,4,6,139815
HCES,2024,1,19,192,4,7,139815
HCES,2024,1,19,192,4,8,139815
HCES,2024,1,19,192,4,9,139815
HCES,2024,1,19,192,4,10,139815
HCES,2024,1,19,192,4,11,139815
HCES,2024,1,19,192,4,12,139815
HCES,2024,1,19,192,4,13,139815
HCES,2024,1,19,192,4,14,139815
HCES,2024,1,19,192,6,1,179250
HCES,2024,1,19,192,6,2,179250
HCES,2024,1,19,192,6,1,170885
HCES,2024,1,19,192,6,2,170885
HCES,2024,1,19,192,6,3,170885
HCES,2024,1,19,192,6,4,170885
HCES,2024,1,19,192,6,5,170885
HCES,2024,1,19,192,6,1,136990
HCES,2024,1,19,192,6,2,136990
HCES,2024,1,19,192,6,3,136990
HCES,2024,1,19,192,6,4,136990
HCES,2024,1,19,192,6,5,136990
HCES,2024,1,19,192,6,6,136990
HCES,2024,1,19,192,6,7,136990
HCES,2024,1,19,192,6,8,136990
HCES,2024,1,19,192,6,9,136990
HCES,2024,1,19,192,6,10,136990
HCES,2024,1,19,192,6,11,136990
HCES,2024,1,19,192,4,1,194188
HCES,2024,1,19,192,4,1,242163
HCES,2024,1,19,192,4,2,242163
HCES,2024,1,19,192,4,3,242163
HCES,2024,1,19,192,4,4,242163
HCES,2024,1,19,192,4,5,242163
HCES,2024,1,19,192,4,6,242163
HCES,2024,1,19,192,4,7,242163
HCES,2024,1,19,192,4,8,242163
HCES,2024,1,19,192,4,9,242163
HCES,2024,1,19,192,4,10,242163
HCES,2024,1,19,192,4,11,242163
HCES,2024,1,19,192,4,12,242163
HCES,2024,1,19,192,4,13,242163
HCES,2024,1,19,192,4,14,242163
HCES,2024,1,19,192,4,15,242163
HCES,2024,1,19,192,4,16,242163
HCES,2024,1,19,192,4,17,242163
HCES,2024,1,19,192,6,1,181080
HCES,2024,1,19,192,6,2,181080
HCES,2024,1,19,192,6,3,181080
HCES,2024,1,19,192,6,4,181080
HCES,2024,1,19,192,6,5,181080
HCES,2024,1,19,192,6,6,181080
HCES,2024,1,19,192,6,7,181080
HCES,2024,1,19,192,6,8,181080
HCES,2024,1,19,192,6,9,181080
HCES,2024,1,19,192,6,10,181080
HCES,2024,1,19,192,6,11,181080
HCES,2024,1,19,192,6,12,181080
HCES,2024,1,19,192,6,13,181080
HCES,2024,1,19,192,6,14,181080
HCES,2024,1,19,192,6,15,181080
HCES,2024,1,19,192,6,16,181080
HCES,2024,1,19,192,6,17,181080
HCES,2024,1,19,192,6,18,181080
HCES,2024,1,19,192,4,1,280243
HCES,2024,1,19,192,4,2,280243
HCES,2024,1,19,192,4,1,192398
HCES,2024,1,19,192,4,2,192398
HCES,2024,1,19,192,4,3,192398
HCES,2024,1,19,192,4,4,192398
HCES,2024,1,19,192,4,5,192398
HCES,2024,1,19,192,4,6,192398
HCES,2024,1,19,192,4,7,192398
HCES,2024,1,19,192,4,8,192398
HCES,2024,1,19,192,4,9,192398
HCES,2024,1,19,192,4,10,192398
HCES,2024,1,19,192,4,11,192398
HCES,2024,1,19,192,4,12,192398
HCES,2024,1,19,192,4,13,192398
HCES,2024,1,19,192,4,14,192398
HCES,2024,1,19,192,4,15,192398
HCES,2024,1,19,192,4,16,192398
HCES,2024,1,19,192,6,1,234325
HCES,2024,1,19,192,6,2,234325
HCES,2024,1,19,192,6,1,158696
HCES,2024,1,19,192,6,2,158696
HCES,2024,1,19,192,6,3,158696
HCES,2024,1,19,192,6,4,158696
HCES,2024,1,19,192,6,5,158696
HCES,2024,1,19,192,6,6,158696
HCES,2024,1,19,192,6,1,159341
HCES,2024,1,19,192,6,2,159341
HCES,2024,1,19,192,6,3,159341
HCES,2024,1,19,192,6,4,159341
HCES,2024,1,19,192,6,5,159341
HCES,2024,1,19,192,6,6,159341
HCES,2024,1,19,192,6,7,159341
HCES,2024,1,19,192,6,8,159341
HCES,2024,1,19,192,6,9,159341
HCES,2024,1,19,192,6,10,159341
HCES,2024,1,19,192,4,1,208289
HCES,2024,1,19,192,4,2,208289
HCES,2024,1,19,192,4,1,144779
HCES,2024,1,19,192,4,2,144779
HCES,2024,1,19,192,4,3,144779
HCES,2024,1,19,192,4,4,144779
HCES,2024,1,19,192,4,5,144779
HCES,2024,1,19,192,4,6,144779
HCES,2024,1,19,192,4,7,144779
HCES,2024,1,19,192,4,8,144779
HCES,2024,1,19,192,4,9,144779
HCES,2024,1,19,192,4,10,144779
HCES,2024,1,19,192,4,11,144779
HCES,2024,1,19,192,4,12,144779
HCES,2024,1,19,192,4,13,144779
HCES,2024,1,19,192,4,14,144779
HCES,2024,1,19,192,4,15,144779
HCES,2024,1,19,192,4,16,144779
HCES,2024,1,19,192,5,1,178533
HCES,2024,1,19,192,5,1,163656
HCES,2024,1,19,192,5,2,163656
HCES,2024,1,19,192,5,3,163656
HCES,2024,1,19,192,5,1,151116
HCES,2024,1,19,192,5,2,151116
HCES,2024,1,19,192,5,3,151116
HCES,2024,1,19,192,5,4,151116
HCES,2024,1,19,192,5,5,151116
HCES,2024,1,19,192,5,6,151116
HCES,2024,1,19,192,5,7,151116
HCES,2024,1,19,192,5,8,151116
HCES,2024,1,19,192,5,9,151116
HCES,2024,1,19,192,5,10,151116
HCES,2024,1,19,192,5,11,151116
HCES,2024,1,19,192,5,12,151116
HCES,2024,1,19,192,5,13,151116
HCES,2024,1,19,192,5,14,151116
HCES,2024,1,19,192,5,1,156217
HCES,2024,1,19,192,5,1,238044
HCES,2024,1,19,192,5,1,167375
HCES,2024,1,19,192,5,2,167375
HCES,2024,1,19,192,5,3,167375
HCES,2024,1,19,192,5,4,167375
HCES,2024,1,19,192,5,5,167375
HCES,2024,1,19,192,5,6,167375
HCES,2024,1,19,192,5,7,167375
HCES,2024,1,19,192,5,8,167375
HCES,2024,1,19,192,5,9,167375
HCES,2024,1,19,192,5,10,167375
HCES,2024,1,19,192,5,11,167375
HCES,2024,1,19,192,5,12,167375
HCES,2024,1,19,192,5,13,167375
HCES,2024,1,19,192,5,14,167375
HCES,2024,1,19,192,5,15,167375
HCES,2024,1,19,192,5,16,167375
HCES,2024,1,19,192,6,1,191583
HCES,2024,1,19,192,6,2,191583
HCES,2024,1,19,192,6,3,191583
HCES,2024,1,19,192,6,4,191583
HCES,2024,1,19,192,6,5,191583
HCES,2024,1,19,192,6,6,191583
HCES,2024,1,19,192,6,7,191583
HCES,2024,1,19,192,6,8,191583
HCES,2024,1,19,192,6,9,191583
HCES,2024,1,19,192,6,10,191583
HCES,2024,1,19,192,6,11,191583
HCES,2024,1,19,192,6,12,191583
HCES,2024,1,19,192,6,13,191583
HCES,2024,1,19,192,6,14,191583
HCES,2024,1,19,192,6,15,191583
HCES,2024,1,19,192,6,16,191583
HCES,2024,1,19,192,6,17,191583
HCES,2024,1,19,192,6,18,191583
HCES,2024,1,19,192,5,1,206412
HCES,2024,1,19,192,5,2,206412
HCES,2024,1,19,192,5,1,140663
HCES,2024,1,19,192,5,2,140663
HCES,2024,1,19,192,5,3,140663
HCES,2024,1,19,192,5,4,140663
HCES,2024,1,19,192,5,5,140663
HCES,2024,1,19,192,5,6,140663
HCES,2024,1,19,192,5,7,140663
HCES,2024,1,19,192,5,8,140663
HCES,2024,1,19,192,5,9,140663
HCES,2024,1,19,192,5,10,140663
HCES,2024,1,19,192,5,11,140663
HCES,2024,1,19,192,5,12,140663
HCES,2024,1,19,192,5,13,140663
HCES,2024,1,19,192,5,14,140663
HCES,2024,1,19,192,5,15,140663
HCES,2024,1,19,192,5,16,140663
HCES,2024,1,19,192,4,1,141706
HCES,2024,1,19,192,4,1,209267
HCES,2024,1,19,192,4,2,209267
HCES,2024,1,19,192,4,3,209267
HCES,2024,1,19,192,4,1,153300
HCES,2024,1,19,192,4,2,153300
HCES,2024,1,19,192,4,3,153300
HCES,2024,1,19,192,4,4,153300
HCES,2024,1,19,192,4,5,153300
HCES,2024,1,19,192,4,6,153300
HCES,2024,1,19,192,4,7,153300
HCES,2024,1,19,192,4,8,153300
HCES,2024,1,19,192,4,9,153300
HCES,2024,1,19,192,4,10,153300
HCES,2024,1,19,192,4,11,153300
HCES,2024,1,19,192,4,12,153300
HCES,2024,1,19,192,4,13,153300
HCES,2024,1,19,192,4,14,153300
HCES,2024,1,19,192,5,1,244765
HCES,2024,1,19,192,5,1,227760
HCES,2024,1,19,192,5,2,227760
HCES,2024,1,19,192,5,3,227760
HCES,2024,1,19,192,5,4,227760
HCES,2024,1,19,192,5,5,227760
HCES,2024,1,19,192,5,1,184325
HCES,2024,1,19,192,5,2,184325
HCES,2024,1,19,192,5,3,184325
HCES,2024,1,19,192,5,4,184325
HCES,2024,1,19,192,5,5,184325
HCES,2024,1,19,192,5,6,184325
HCES,2024,1,19,192,5,7,184325
HCES,2024,1,19,192,5,8,184325
HCES,2024,1,19,192,5,9,184325
HCES,2024,1,19,192,5,10,184325
HCES,2024,1,19,192,5,11,184325
HCES,2024,1,19,192,5,12,184325
HCES,2024,1,19,192,4,1,232167
HCES,2024,1,19,192,4,1,202685
HCES,2024,1,19,192,4,2,202685
HCES,2024,1,19,192,4,3,202685
HCES,2024,1,19,192,4,1,154936
HCES,2024,1,19,192,4,2,154936
HCES,2024,1,19,192,4,3,154936
HCES,2024,1,19,192,4,4,154936
HCES,2024,1,19,192,4,5,154936
HCES,2024,1,19,192,4,6,154936
HCES,2024,1,19,192,4,7,154936
HCES,2024,1,19,192,4,8,154936
HCES,2024,1,19,192,4,9,154936
HCES,2024,1,19,192,4,10,154936
HCES,2024,1,19,192,4,11,154936
HCES,2024,1,19,192,4,12,154936
HCES,2024,1,19,192,4,13,154936
HCES,2024,1,19,192,4,14,154936
HCES,2024,1,19,192,6,1,121611
HCES,2024,1,19,192,6,1,198415
HCES,2024,1,19,192,6,2,198415
HCES,2024,1,19,192,6,3,198415
HCES,2024,1,19,192,6,4,198415
HCES,2024,1,19,192,6,5,198415
HCES,2024,1,19,192,6,6,198415
HCES,2024,1,19,192,6,7,198415
HCES,2024,1,19,192,6,8,198415
HCES,2024,1,19,192,6,9,198415
HCES,2024,1,19,192,6,10,198415
HCES,2024,1,19,192,6,11,198415
HCES,2024,1,19,192,6,12,198415
HCES,2024,1,19,192,6,13,198415
HCES,2024,1,19,192,6,14,198415
HCES,2024,1,19,192,6,15,198415
HCES,2024,1,19,192,6,16,198415
HCES,2024,1,19,192,6,17,198415
HCES,2024,1,19,192,5,1,651000
HCES,2024,1,19,192,5,1,304028
HCES,2024,1,19,192,5,2,304028
HCES,2024,1,19,192,5,3,304028
HCES,2024,1,19,192,5,4,304028
HCES,2024,1,19,192,5,5,304028
HCES,2024,1,19,192,5,6,304028
HCES,2024,1,19,192,5,7,304028
HCES,2024,1,19,192,5,8,304028
HCES,2024,1,19,192,5,9,304028
HCES,2024,1,19,192,5,10,304028
HCES,2024,1,19,192,5,11,304028
HCES,2024,1,19,192,5,12,304028
HCES,2024,1,19,192,5,13,304028
HCES,2024,1,19,192,5,14,304028
HCES,2024,1,19,192,5,15,304028
HCES,2024,1,19,192,5,16,304028
HCES,2024,1,19,192,5,17,304028
HCES,2024,1,19,192,6,1,279000
HCES,2024,1,19,192,6,1,153496
HCES,2024,1,19,192,6,2,153496
HCES,2024,1,19,192,6,3,153496
HCES,2024,1,19,192,6,4,153496
HCES,2024,1,19,192,6,5,153496
HCES,2024,1,19,192,6,6,153496
HCES,2024,1,19,192,6,7,153496
HCES,2024,1,19,192,6,8,153496
HCES,2024,1,19,192,6,9,153496
HCES,2024,1,19,192,6,10,153496
HCES,2024,1,19,192,6,11,153496
HCES,2024,1,19,192,6,12,153496
HCES,2024,1,19,192,6,13,153496
HCES,2024,1,19,192,6,14,153496
HCES,2024,1,19,192,6,15,153496
HCES,2024,1,19,192,6,16,153496
HCES,2024,1,19,192,6,17,153496
HCES,2024,1,19,192,6,1,146545
HCES,2024,1,19,192,6,1,193750
HCES,2024,1,19,192,6,2,193750
HCES,2024,1,19,192,6,1,147095
HCES,2024,1,19,192,6,2,147095
HCES,2024,1,19,192,6,3,147095
HCES,2024,1,19,192,6,4,147095
HCES,2024,1,19,192,6,5,147095
HCES,2024,1,19,192,6,6,147095
HCES,2024,1,19,192,6,7,147095
HCES,2024,1,19,192,6,8,147095
HCES,2024,1,19,192,6,9,147095
